Product	Duration	Location	TargetSales
ESTRELLA DAMM	4/1/12 12:00 AM	CDG	0
ESTRELLA DAMM	4/1/12 12:00 AM	RAJ	0
ESTRELLA DAMM	4/1/12 12:00 AM	KOL	0
BROOKLYN LAGER	4/1/12 12:00 AM	DEL	0
BROOKLYN LAGER	4/1/12 12:00 AM	MUM	0
BROOKLYN LAGER	4/1/12 12:00 AM	PUN	0
BROOKLYN LAGER	4/1/12 12:00 AM	GGN	0
BROOKLYN LAGER	4/1/12 12:00 AM	GOA	0
BROOKLYN LAGER	4/1/12 12:00 AM	CDG	0
BROOKLYN LAGER	4/1/12 12:00 AM	RAJ	0
BROOKLYN LAGER	4/1/12 12:00 AM	KOL	0
BROOKLYN IPA	4/1/12 12:00 AM	DEL	0
BROOKLYN IPA	4/1/12 12:00 AM	MUM	0
BROOKLYN IPA	4/1/12 12:00 AM	PUN	0
BROOKLYN IPA	4/1/12 12:00 AM	GGN	0
BROOKLYN IPA	4/1/12 12:00 AM	GOA	0
BROOKLYN IPA	4/1/12 12:00 AM	CDG	0
BROOKLYN IPA	4/1/12 12:00 AM	RAJ	0
BROOKLYN IPA	4/1/12 12:00 AM	KOL	0
SAISON DUPONT	4/1/12 12:00 AM	DEL	0
SAISON DUPONT	4/1/12 12:00 AM	MUM	0
SAISON DUPONT	4/1/12 12:00 AM	PUN	0
SAISON DUPONT	4/1/12 12:00 AM	GGN	0
SAISON DUPONT	4/1/12 12:00 AM	GOA	0
SAISON DUPONT	4/1/12 12:00 AM	CDG	0
SAISON DUPONT	4/1/12 12:00 AM	RAJ	0
SAISON DUPONT	4/1/12 12:00 AM	KOL	0
DUVEL	5/1/12 12:00 AM	DEL	150
DUVEL	5/1/12 12:00 AM	MUM	35
DUVEL	5/1/12 12:00 AM	PUN	20
DUVEL	5/1/12 12:00 AM	GGN	15
DUVEL	5/1/12 12:00 AM	GOA	20
DUVEL	5/1/12 12:00 AM	CDG	10
DUVEL	5/1/12 12:00 AM	RAJ	0
DUVEL	5/1/12 12:00 AM	KOL	30
LIEFMANS	5/1/12 12:00 AM	DEL	100
LIEFMANS	5/1/12 12:00 AM	MUM	20
LIEFMANS	5/1/12 12:00 AM	PUN	15
LIEFMANS	5/1/12 12:00 AM	GGN	15
LIEFMANS	5/1/12 12:00 AM	GOA	0
LIEFMANS	5/1/12 12:00 AM	CDG	0
LIEFMANS	5/1/12 12:00 AM	RAJ	0
LIEFMANS	5/1/12 12:00 AM	KOL	0
CHIMAY	5/1/12 12:00 AM	DEL	75
CHIMAY	5/1/12 12:00 AM	MUM	25
CHIMAY	5/1/12 12:00 AM	PUN	20
CHIMAY	5/1/12 12:00 AM	GGN	15
CHIMAY	5/1/12 12:00 AM	GOA	0
CHIMAY	5/1/12 12:00 AM	CDG	10
CHIMAY	5/1/12 12:00 AM	RAJ	0
CHIMAY	5/1/12 12:00 AM	KOL	0
WEIHENSTEPHANER	5/1/12 12:00 AM	DEL	75
WEIHENSTEPHANER	5/1/12 12:00 AM	MUM	40
WEIHENSTEPHANER	5/1/12 12:00 AM	PUN	25
WEIHENSTEPHANER	5/1/12 12:00 AM	GGN	20
WEIHENSTEPHANER	5/1/12 12:00 AM	GOA	20
WEIHENSTEPHANER	5/1/12 12:00 AM	CDG	0
WEIHENSTEPHANER	5/1/12 12:00 AM	RAJ	0
WEIHENSTEPHANER	5/1/12 12:00 AM	KOL	0
FRUEH	5/1/12 12:00 AM	DEL	75
FRUEH	5/1/12 12:00 AM	MUM	40
FRUEH	5/1/12 12:00 AM	PUN	25
FRUEH	5/1/12 12:00 AM	GGN	20
FRUEH	5/1/12 12:00 AM	GOA	0
FRUEH	5/1/12 12:00 AM	CDG	10
FRUEH	5/1/12 12:00 AM	RAJ	0
FRUEH	5/1/12 12:00 AM	KOL	0
ESTRELLA DAMM	5/1/12 12:00 AM	DEL	100
ESTRELLA DAMM	5/1/12 12:00 AM	MUM	75
ESTRELLA DAMM	5/1/12 12:00 AM	PUN	50
ESTRELLA DAMM	5/1/12 12:00 AM	GGN	40
ESTRELLA DAMM	5/1/12 12:00 AM	GOA	40
ESTRELLA DAMM	5/1/12 12:00 AM	CDG	20
ESTRELLA DAMM	5/1/12 12:00 AM	RAJ	0
ESTRELLA DAMM	5/1/12 12:00 AM	KOL	40
BROOKLYN LAGER	5/1/12 12:00 AM	DEL	75
BROOKLYN LAGER	5/1/12 12:00 AM	MUM	20
BROOKLYN LAGER	5/1/12 12:00 AM	PUN	15
BROOKLYN LAGER	5/1/12 12:00 AM	GGN	10
BROOKLYN LAGER	5/1/12 12:00 AM	GOA	20
BROOKLYN LAGER	5/1/12 12:00 AM	CDG	0
BROOKLYN LAGER	5/1/12 12:00 AM	RAJ	0
BROOKLYN LAGER	5/1/12 12:00 AM	KOL	0
BROOKLYN IPA	5/1/12 12:00 AM	DEL	50
BROOKLYN IPA	5/1/12 12:00 AM	MUM	20
BROOKLYN IPA	5/1/12 12:00 AM	PUN	10
BROOKLYN IPA	5/1/12 12:00 AM	GGN	5
BROOKLYN IPA	5/1/12 12:00 AM	GOA	0
BROOKLYN IPA	5/1/12 12:00 AM	CDG	0
BROOKLYN IPA	5/1/12 12:00 AM	RAJ	0
BROOKLYN IPA	5/1/12 12:00 AM	KOL	30
SAISON DUPONT	5/1/12 12:00 AM	DEL	0
SAISON DUPONT	5/1/12 12:00 AM	MUM	0
SAISON DUPONT	5/1/12 12:00 AM	PUN	0
SAISON DUPONT	5/1/12 12:00 AM	GGN	0
SAISON DUPONT	5/1/12 12:00 AM	GOA	0
SAISON DUPONT	5/1/12 12:00 AM	CDG	0
SAISON DUPONT	5/1/12 12:00 AM	RAJ	0
SAISON DUPONT	5/1/12 12:00 AM	KOL	0
DUVEL	6/1/12 12:00 AM	DEL	125
DUVEL	6/1/12 12:00 AM	MUM	25
DUVEL	6/1/12 12:00 AM	PUN	15
DUVEL	6/1/12 12:00 AM	GGN	10
DUVEL	6/1/12 12:00 AM	GOA	0
DUVEL	6/1/12 12:00 AM	CDG	5
DUVEL	6/1/12 12:00 AM	RAJ	0
DUVEL	6/1/12 12:00 AM	KOL	15
LIEFMANS	6/1/12 12:00 AM	DEL	100
LIEFMANS	6/1/12 12:00 AM	MUM	15
LIEFMANS	6/1/12 12:00 AM	PUN	10
LIEFMANS	6/1/12 12:00 AM	GGN	5
LIEFMANS	6/1/12 12:00 AM	GOA	0
LIEFMANS	6/1/12 12:00 AM	CDG	0
LIEFMANS	6/1/12 12:00 AM	RAJ	0
LIEFMANS	6/1/12 12:00 AM	KOL	0
CHIMAY	6/1/12 12:00 AM	DEL	75
CHIMAY	6/1/12 12:00 AM	MUM	10
CHIMAY	6/1/12 12:00 AM	PUN	10
CHIMAY	6/1/12 12:00 AM	GGN	10
CHIMAY	6/1/12 12:00 AM	GOA	0
CHIMAY	6/1/12 12:00 AM	CDG	5
CHIMAY	6/1/12 12:00 AM	RAJ	0
CHIMAY	6/1/12 12:00 AM	KOL	0
WEIHENSTEPHANER	6/1/12 12:00 AM	DEL	75
WEIHENSTEPHANER	6/1/12 12:00 AM	MUM	25
WEIHENSTEPHANER	6/1/12 12:00 AM	PUN	15
WEIHENSTEPHANER	6/1/12 12:00 AM	GGN	10
WEIHENSTEPHANER	6/1/12 12:00 AM	GOA	0
WEIHENSTEPHANER	6/1/12 12:00 AM	CDG	0
WEIHENSTEPHANER	6/1/12 12:00 AM	RAJ	0
WEIHENSTEPHANER	6/1/12 12:00 AM	KOL	0
FRUEH	6/1/12 12:00 AM	DEL	75
FRUEH	6/1/12 12:00 AM	MUM	25
FRUEH	6/1/12 12:00 AM	PUN	15
FRUEH	6/1/12 12:00 AM	GGN	10
FRUEH	6/1/12 12:00 AM	GOA	0
FRUEH	6/1/12 12:00 AM	CDG	5
FRUEH	6/1/12 12:00 AM	RAJ	0
FRUEH	6/1/12 12:00 AM	KOL	0
ESTRELLA DAMM	6/1/12 12:00 AM	DEL	150
ESTRELLA DAMM	6/1/12 12:00 AM	MUM	75
ESTRELLA DAMM	6/1/12 12:00 AM	PUN	40
ESTRELLA DAMM	6/1/12 12:00 AM	GGN	50
ESTRELLA DAMM	6/1/12 12:00 AM	GOA	0
ESTRELLA DAMM	6/1/12 12:00 AM	CDG	10
ESTRELLA DAMM	6/1/12 12:00 AM	RAJ	0
ESTRELLA DAMM	6/1/12 12:00 AM	KOL	20
BROOKLYN LAGER	6/1/12 12:00 AM	DEL	75
BROOKLYN LAGER	6/1/12 12:00 AM	MUM	15
BROOKLYN LAGER	6/1/12 12:00 AM	PUN	15
BROOKLYN LAGER	6/1/12 12:00 AM	GGN	5
BROOKLYN LAGER	6/1/12 12:00 AM	GOA	0
BROOKLYN LAGER	6/1/12 12:00 AM	CDG	0
BROOKLYN LAGER	6/1/12 12:00 AM	RAJ	0
BROOKLYN LAGER	6/1/12 12:00 AM	KOL	0
BROOKLYN IPA	6/1/12 12:00 AM	DEL	50
BROOKLYN IPA	6/1/12 12:00 AM	MUM	15
BROOKLYN IPA	6/1/12 12:00 AM	PUN	5
BROOKLYN IPA	6/1/12 12:00 AM	GGN	0
BROOKLYN IPA	6/1/12 12:00 AM	GOA	0
BROOKLYN IPA	6/1/12 12:00 AM	CDG	0
BROOKLYN IPA	6/1/12 12:00 AM	RAJ	0
BROOKLYN IPA	6/1/12 12:00 AM	KOL	15
SAISON DUPONT	6/1/12 12:00 AM	DEL	0
SAISON DUPONT	6/1/12 12:00 AM	MUM	0
SAISON DUPONT	6/1/12 12:00 AM	PUN	0
SAISON DUPONT	6/1/12 12:00 AM	GGN	0
SAISON DUPONT	6/1/12 12:00 AM	GOA	0
SAISON DUPONT	6/1/12 12:00 AM	CDG	0
SAISON DUPONT	6/1/12 12:00 AM	RAJ	0
SAISON DUPONT	6/1/12 12:00 AM	KOL	0
DUVEL	7/1/12 12:00 AM	DEL	125
DUVEL	7/1/12 12:00 AM	MUM	15
DUVEL	7/1/12 12:00 AM	PUN	10
DUVEL	7/1/12 12:00 AM	GGN	10
DUVEL	7/1/12 12:00 AM	GOA	0
DUVEL	7/1/12 12:00 AM	CDG	10
DUVEL	7/1/12 12:00 AM	RAJ	0
DUVEL	7/1/12 12:00 AM	KOL	30
LIEFMANS	7/1/12 12:00 AM	DEL	100
LIEFMANS	7/1/12 12:00 AM	MUM	10
LIEFMANS	7/1/12 12:00 AM	PUN	5
LIEFMANS	7/1/12 12:00 AM	GGN	5
LIEFMANS	7/1/12 12:00 AM	GOA	0
LIEFMANS	7/1/12 12:00 AM	CDG	0
LIEFMANS	7/1/12 12:00 AM	RAJ	0
LIEFMANS	7/1/12 12:00 AM	KOL	0
CHIMAY	7/1/12 12:00 AM	DEL	75
CHIMAY	7/1/12 12:00 AM	MUM	10
CHIMAY	7/1/12 12:00 AM	PUN	10
CHIMAY	7/1/12 12:00 AM	GGN	10
CHIMAY	7/1/12 12:00 AM	GOA	0
CHIMAY	7/1/12 12:00 AM	CDG	10
CHIMAY	7/1/12 12:00 AM	RAJ	0
CHIMAY	7/1/12 12:00 AM	KOL	0
WEIHENSTEPHANER	7/1/12 12:00 AM	DEL	75
WEIHENSTEPHANER	7/1/12 12:00 AM	MUM	15
WEIHENSTEPHANER	7/1/12 12:00 AM	PUN	10
WEIHENSTEPHANER	7/1/12 12:00 AM	GGN	10
WEIHENSTEPHANER	7/1/12 12:00 AM	GOA	0
WEIHENSTEPHANER	7/1/12 12:00 AM	CDG	0
WEIHENSTEPHANER	7/1/12 12:00 AM	RAJ	0
WEIHENSTEPHANER	7/1/12 12:00 AM	KOL	0
FRUEH	7/1/12 12:00 AM	DEL	75
FRUEH	7/1/12 12:00 AM	MUM	15
FRUEH	7/1/12 12:00 AM	PUN	10
FRUEH	7/1/12 12:00 AM	GGN	10
FRUEH	7/1/12 12:00 AM	GOA	0
FRUEH	7/1/12 12:00 AM	CDG	10
FRUEH	7/1/12 12:00 AM	RAJ	0
FRUEH	7/1/12 12:00 AM	KOL	0
ESTRELLA DAMM	7/1/12 12:00 AM	DEL	100
ESTRELLA DAMM	7/1/12 12:00 AM	MUM	40
ESTRELLA DAMM	7/1/12 12:00 AM	PUN	25
ESTRELLA DAMM	7/1/12 12:00 AM	GGN	35
ESTRELLA DAMM	7/1/12 12:00 AM	GOA	50
ESTRELLA DAMM	7/1/12 12:00 AM	CDG	20
ESTRELLA DAMM	7/1/12 12:00 AM	RAJ	0
ESTRELLA DAMM	7/1/12 12:00 AM	KOL	40
BROOKLYN LAGER	7/1/12 12:00 AM	DEL	150
BROOKLYN LAGER	7/1/12 12:00 AM	MUM	15
BROOKLYN LAGER	7/1/12 12:00 AM	PUN	15
BROOKLYN LAGER	7/1/12 12:00 AM	GGN	10
BROOKLYN LAGER	7/1/12 12:00 AM	GOA	0
BROOKLYN LAGER	7/1/12 12:00 AM	CDG	0
BROOKLYN LAGER	7/1/12 12:00 AM	RAJ	0
BROOKLYN LAGER	7/1/12 12:00 AM	KOL	0
BROOKLYN IPA	7/1/12 12:00 AM	DEL	75
BROOKLYN IPA	7/1/12 12:00 AM	MUM	15
BROOKLYN IPA	7/1/12 12:00 AM	PUN	15
BROOKLYN IPA	7/1/12 12:00 AM	GGN	10
BROOKLYN IPA	7/1/12 12:00 AM	GOA	0
BROOKLYN IPA	7/1/12 12:00 AM	CDG	0
BROOKLYN IPA	7/1/12 12:00 AM	RAJ	0
BROOKLYN IPA	7/1/12 12:00 AM	KOL	30
SAISON DUPONT	7/1/12 12:00 AM	DEL	0
SAISON DUPONT	7/1/12 12:00 AM	MUM	0
SAISON DUPONT	7/1/12 12:00 AM	PUN	0
SAISON DUPONT	7/1/12 12:00 AM	GGN	0
SAISON DUPONT	7/1/12 12:00 AM	GOA	0
SAISON DUPONT	7/1/12 12:00 AM	CDG	0
SAISON DUPONT	7/1/12 12:00 AM	RAJ	0
SAISON DUPONT	7/1/12 12:00 AM	KOL	0
DUVEL	8/1/12 12:00 AM	DEL	125
DUVEL	8/1/12 12:00 AM	MUM	15
DUVEL	8/1/12 12:00 AM	PUN	10
DUVEL	8/1/12 12:00 AM	GGN	10
DUVEL	8/1/12 12:00 AM	GOA	0
DUVEL	8/1/12 12:00 AM	CDG	5
DUVEL	8/1/12 12:00 AM	RAJ	5
DUVEL	8/1/12 12:00 AM	KOL	15
LIEFMANS	8/1/12 12:00 AM	DEL	100
LIEFMANS	8/1/12 12:00 AM	MUM	10
LIEFMANS	8/1/12 12:00 AM	PUN	5
LIEFMANS	8/1/12 12:00 AM	GGN	5
LIEFMANS	8/1/12 12:00 AM	GOA	0
LIEFMANS	8/1/12 12:00 AM	CDG	0
LIEFMANS	8/1/12 12:00 AM	RAJ	5
LIEFMANS	8/1/12 12:00 AM	KOL	0
CHIMAY	8/1/12 12:00 AM	DEL	75
CHIMAY	8/1/12 12:00 AM	MUM	10
CHIMAY	8/1/12 12:00 AM	PUN	10
CHIMAY	8/1/12 12:00 AM	GGN	10
CHIMAY	8/1/12 12:00 AM	GOA	0
CHIMAY	8/1/12 12:00 AM	CDG	5
CHIMAY	8/1/12 12:00 AM	RAJ	5
CHIMAY	8/1/12 12:00 AM	KOL	0
WEIHENSTEPHANER	8/1/12 12:00 AM	DEL	75
WEIHENSTEPHANER	8/1/12 12:00 AM	MUM	15
WEIHENSTEPHANER	8/1/12 12:00 AM	PUN	10
WEIHENSTEPHANER	8/1/12 12:00 AM	GGN	10
WEIHENSTEPHANER	8/1/12 12:00 AM	GOA	0
WEIHENSTEPHANER	8/1/12 12:00 AM	CDG	0
WEIHENSTEPHANER	8/1/12 12:00 AM	RAJ	5
WEIHENSTEPHANER	8/1/12 12:00 AM	KOL	0
FRUEH	8/1/12 12:00 AM	DEL	75
FRUEH	8/1/12 12:00 AM	MUM	15
FRUEH	8/1/12 12:00 AM	PUN	10
FRUEH	8/1/12 12:00 AM	GGN	10
FRUEH	8/1/12 12:00 AM	GOA	0
FRUEH	8/1/12 12:00 AM	CDG	5
FRUEH	8/1/12 12:00 AM	RAJ	5
FRUEH	8/1/12 12:00 AM	KOL	0
ESTRELLA DAMM	8/1/12 12:00 AM	DEL	100
ESTRELLA DAMM	8/1/12 12:00 AM	MUM	30
ESTRELLA DAMM	8/1/12 12:00 AM	PUN	25
ESTRELLA DAMM	8/1/12 12:00 AM	GGN	35
ESTRELLA DAMM	8/1/12 12:00 AM	GOA	0
ESTRELLA DAMM	8/1/12 12:00 AM	CDG	10
ESTRELLA DAMM	8/1/12 12:00 AM	RAJ	15
ESTRELLA DAMM	8/1/12 12:00 AM	KOL	20
BROOKLYN LAGER	8/1/12 12:00 AM	DEL	150
BROOKLYN LAGER	8/1/12 12:00 AM	MUM	15
BROOKLYN LAGER	8/1/12 12:00 AM	PUN	15
BROOKLYN LAGER	8/1/12 12:00 AM	GGN	10
BROOKLYN LAGER	8/1/12 12:00 AM	GOA	0
BROOKLYN LAGER	8/1/12 12:00 AM	CDG	0
BROOKLYN LAGER	8/1/12 12:00 AM	RAJ	5
BROOKLYN LAGER	8/1/12 12:00 AM	KOL	0
BROOKLYN IPA	8/1/12 12:00 AM	DEL	75
BROOKLYN IPA	8/1/12 12:00 AM	MUM	15
BROOKLYN IPA	8/1/12 12:00 AM	PUN	15
BROOKLYN IPA	8/1/12 12:00 AM	GGN	10
BROOKLYN IPA	8/1/12 12:00 AM	GOA	0
BROOKLYN IPA	8/1/12 12:00 AM	CDG	0
BROOKLYN IPA	8/1/12 12:00 AM	RAJ	5
BROOKLYN IPA	8/1/12 12:00 AM	KOL	15
SAISON DUPONT	8/1/12 12:00 AM	DEL	0
SAISON DUPONT	8/1/12 12:00 AM	MUM	0
SAISON DUPONT	8/1/12 12:00 AM	PUN	0
SAISON DUPONT	8/1/12 12:00 AM	GGN	0
SAISON DUPONT	8/1/12 12:00 AM	GOA	0
SAISON DUPONT	8/1/12 12:00 AM	CDG	0
SAISON DUPONT	8/1/12 12:00 AM	RAJ	0
SAISON DUPONT	8/1/12 12:00 AM	KOL	0
DUVEL	9/1/12 12:00 AM	DEL	125
DUVEL	9/1/12 12:00 AM	MUM	20
DUVEL	9/1/12 12:00 AM	PUN	20
DUVEL	9/1/12 12:00 AM	GGN	10
DUVEL	9/1/12 12:00 AM	GOA	50
DUVEL	9/1/12 12:00 AM	CDG	10
DUVEL	9/1/12 12:00 AM	RAJ	3
DUVEL	9/1/12 12:00 AM	KOL	30
LIEFMANS	9/1/12 12:00 AM	DEL	100
LIEFMANS	9/1/12 12:00 AM	MUM	20
LIEFMANS	9/1/12 12:00 AM	PUN	15
LIEFMANS	9/1/12 12:00 AM	GGN	5
LIEFMANS	9/1/12 12:00 AM	GOA	0
LIEFMANS	9/1/12 12:00 AM	CDG	0
LIEFMANS	9/1/12 12:00 AM	RAJ	3
LIEFMANS	9/1/12 12:00 AM	KOL	0
CHIMAY	9/1/12 12:00 AM	DEL	75
CHIMAY	9/1/12 12:00 AM	MUM	25
CHIMAY	9/1/12 12:00 AM	PUN	20
CHIMAY	9/1/12 12:00 AM	GGN	10
CHIMAY	9/1/12 12:00 AM	GOA	0
CHIMAY	9/1/12 12:00 AM	CDG	10
CHIMAY	9/1/12 12:00 AM	RAJ	3
CHIMAY	9/1/12 12:00 AM	KOL	0
WEIHENSTEPHANER	9/1/12 12:00 AM	DEL	150
WEIHENSTEPHANER	9/1/12 12:00 AM	MUM	40
WEIHENSTEPHANER	9/1/12 12:00 AM	PUN	25
WEIHENSTEPHANER	9/1/12 12:00 AM	GGN	25
WEIHENSTEPHANER	9/1/12 12:00 AM	GOA	50
WEIHENSTEPHANER	9/1/12 12:00 AM	CDG	0
WEIHENSTEPHANER	9/1/12 12:00 AM	RAJ	3
WEIHENSTEPHANER	9/1/12 12:00 AM	KOL	0
FRUEH	9/1/12 12:00 AM	DEL	150
FRUEH	9/1/12 12:00 AM	MUM	40
FRUEH	9/1/12 12:00 AM	PUN	25
FRUEH	9/1/12 12:00 AM	GGN	25
FRUEH	9/1/12 12:00 AM	GOA	0
FRUEH	9/1/12 12:00 AM	CDG	10
FRUEH	9/1/12 12:00 AM	RAJ	3
FRUEH	9/1/12 12:00 AM	KOL	0
ESTRELLA DAMM	9/1/12 12:00 AM	DEL	100
ESTRELLA DAMM	9/1/12 12:00 AM	MUM	75
ESTRELLA DAMM	9/1/12 12:00 AM	PUN	50
ESTRELLA DAMM	9/1/12 12:00 AM	GGN	30
ESTRELLA DAMM	9/1/12 12:00 AM	GOA	50
ESTRELLA DAMM	9/1/12 12:00 AM	CDG	20
ESTRELLA DAMM	9/1/12 12:00 AM	RAJ	10
ESTRELLA DAMM	9/1/12 12:00 AM	KOL	40
BROOKLYN LAGER	9/1/12 12:00 AM	DEL	75
BROOKLYN LAGER	9/1/12 12:00 AM	MUM	15
BROOKLYN LAGER	9/1/12 12:00 AM	PUN	15
BROOKLYN LAGER	9/1/12 12:00 AM	GGN	5
BROOKLYN LAGER	9/1/12 12:00 AM	GOA	0
BROOKLYN LAGER	9/1/12 12:00 AM	CDG	0
BROOKLYN LAGER	9/1/12 12:00 AM	RAJ	2
BROOKLYN LAGER	9/1/12 12:00 AM	KOL	0
BROOKLYN IPA	9/1/12 12:00 AM	DEL	50
BROOKLYN IPA	9/1/12 12:00 AM	MUM	15
BROOKLYN IPA	9/1/12 12:00 AM	PUN	5
BROOKLYN IPA	9/1/12 12:00 AM	GGN	5
BROOKLYN IPA	9/1/12 12:00 AM	GOA	0
BROOKLYN IPA	9/1/12 12:00 AM	CDG	0
BROOKLYN IPA	9/1/12 12:00 AM	RAJ	3
BROOKLYN IPA	9/1/12 12:00 AM	KOL	30
SAISON DUPONT	9/1/12 12:00 AM	DEL	0
SAISON DUPONT	9/1/12 12:00 AM	MUM	0
SAISON DUPONT	9/1/12 12:00 AM	PUN	0
SAISON DUPONT	9/1/12 12:00 AM	GGN	0
SAISON DUPONT	9/1/12 12:00 AM	GOA	0
SAISON DUPONT	9/1/12 12:00 AM	CDG	0
SAISON DUPONT	9/1/12 12:00 AM	RAJ	0
SAISON DUPONT	9/1/12 12:00 AM	KOL	0
DUVEL	10/1/12 12:00 AM	DEL	50
DUVEL	10/1/12 12:00 AM	MUM	20
DUVEL	10/1/12 12:00 AM	PUN	20
DUVEL	10/1/12 12:00 AM	GGN	10
DUVEL	10/1/12 12:00 AM	GOA	10
DUVEL	10/1/12 12:00 AM	CDG	5
DUVEL	10/1/12 12:00 AM	RAJ	5
DUVEL	10/1/12 12:00 AM	KOL	15
LIEFMANS	10/1/12 12:00 AM	DEL	50
LIEFMANS	10/1/12 12:00 AM	MUM	20
LIEFMANS	10/1/12 12:00 AM	PUN	15
LIEFMANS	10/1/12 12:00 AM	GGN	5
LIEFMANS	10/1/12 12:00 AM	GOA	0
LIEFMANS	10/1/12 12:00 AM	CDG	0
LIEFMANS	10/1/12 12:00 AM	RAJ	5
LIEFMANS	10/1/12 12:00 AM	KOL	0
CHIMAY	10/1/12 12:00 AM	DEL	40
CHIMAY	10/1/12 12:00 AM	MUM	25
CHIMAY	10/1/12 12:00 AM	PUN	20
CHIMAY	10/1/12 12:00 AM	GGN	10
CHIMAY	10/1/12 12:00 AM	GOA	10
CHIMAY	10/1/12 12:00 AM	CDG	5
CHIMAY	10/1/12 12:00 AM	RAJ	5
CHIMAY	10/1/12 12:00 AM	KOL	0
WEIHENSTEPHANER	10/1/12 12:00 AM	DEL	150
WEIHENSTEPHANER	10/1/12 12:00 AM	MUM	40
WEIHENSTEPHANER	10/1/12 12:00 AM	PUN	25
WEIHENSTEPHANER	10/1/12 12:00 AM	GGN	15
WEIHENSTEPHANER	10/1/12 12:00 AM	GOA	0
WEIHENSTEPHANER	10/1/12 12:00 AM	CDG	0
WEIHENSTEPHANER	10/1/12 12:00 AM	RAJ	5
WEIHENSTEPHANER	10/1/12 12:00 AM	KOL	0
FRUEH	10/1/12 12:00 AM	DEL	150
FRUEH	10/1/12 12:00 AM	MUM	40
FRUEH	10/1/12 12:00 AM	PUN	25
FRUEH	10/1/12 12:00 AM	GGN	15
FRUEH	10/1/12 12:00 AM	GOA	10
FRUEH	10/1/12 12:00 AM	CDG	5
FRUEH	10/1/12 12:00 AM	RAJ	5
FRUEH	10/1/12 12:00 AM	KOL	0
ESTRELLA DAMM	10/1/12 12:00 AM	DEL	75
ESTRELLA DAMM	10/1/12 12:00 AM	MUM	75
ESTRELLA DAMM	10/1/12 12:00 AM	PUN	50
ESTRELLA DAMM	10/1/12 12:00 AM	GGN	25
ESTRELLA DAMM	10/1/12 12:00 AM	GOA	20
ESTRELLA DAMM	10/1/12 12:00 AM	CDG	10
ESTRELLA DAMM	10/1/12 12:00 AM	RAJ	15
ESTRELLA DAMM	10/1/12 12:00 AM	KOL	20
BROOKLYN LAGER	10/1/12 12:00 AM	DEL	50
BROOKLYN LAGER	10/1/12 12:00 AM	MUM	15
BROOKLYN LAGER	10/1/12 12:00 AM	PUN	15
BROOKLYN LAGER	10/1/12 12:00 AM	GGN	10
BROOKLYN LAGER	10/1/12 12:00 AM	GOA	0
BROOKLYN LAGER	10/1/12 12:00 AM	CDG	0
BROOKLYN LAGER	10/1/12 12:00 AM	RAJ	5
BROOKLYN LAGER	10/1/12 12:00 AM	KOL	0
BROOKLYN IPA	10/1/12 12:00 AM	DEL	35
