UserId	RecId	ItemType	Variety	Item	ForeQty	ForeMonth	UnderKPK	UOM	ForeYear
nasvir0804	1277	Paddy	Basmati	Crops	100	November	KPK0804	qntls	2012
sukhbir0804	4953	Wheat	NA	Crops	150	April	KPK0804	qntls	2012
satyavan0804	961	Paddy	NA	Crops	30	November	KPK0804	qntls	2012
shiv0966	98	Tomato	N/A	Vegetables	350	September	KPK0966	qntls	2012
badri10966	7738	Jowar		Crops	4	April	kpk0966	qntls	2012
jagannath0966	7765	Wheat		Crops	50	April	kpk0966	qntls	2012
mdsaini0966	110	Coriander	N/A	Spices	10	October	KPK0966	qntls	2012
mohan30966	7849	Wheat		Crops	8	April	kpk0966	qntls	2012
ram0966	7685	Groundnut		Crops	80	October	kpk0966	qntls	2012
rakeshnathu0966	7861	Groundnut		Crops	80	November	kpk0966	qntls	2012
pappu0966	163	Tomato	N/A	Vegetables	80	September	KPK0966	qntls	2012
mohan10966	7820	Bajra		Crops	30	September	kpk0966	qntls	2012
badri10966	7736	Lady Finger		Vegetables	120	July	kpk0966	qntls	2012
ganga0966	7700	Barley		Crops	200	May	kpk0966	qntls	2012
ravi0966	7681	Potato		Vegetables	2	October	kpk0966	qntls	2012
babu20966	7836	Tomato		Vegetables	80	April	kpk0966	qntls	2012
mangal0966	7706	Peas		Vegetables	40	February	kpk0966	qntls	2012
banshi0966	7746	Groundnut		Crops	6	October	kpk0966	qntls	2012
bhagirath0966	7848	Tomato		Vegetables	40	July	kpk0966	qntls	2012
mangal0966	7707	Brinjal		Vegetables	40	July	kpk0966	qntls	2012
badri30966	7794	Tomato		Vegetables	40	July	kpk0966	qntls	2012
kajod0966	40	Cauliflower	N/A	Vegetables	40	September	KPK0966	qntls	2012
nandi0966	7856	Tomato		Vegetables	120	July	kpk0966	qntls	2012
bodu0966	7871	Tomato		Vegetables	100	August	kpk0966	qntls	2012
sagar0966	7844	Cauliflower		Vegetables	150	November	kpk0966	qntls	2012
kajod0966	25	Cauliflower	N/A	Vegetables	250	October	KPK0966	qntls	2012
bhagirath0966	7845	Wheat		Crops	13	April	kpk0966	qntls	2012
banshi0966	7747	Bajra		Crops	10	October	kpk0966	qntls	2012
rameshwar10966	7832	Wheat		Crops	6	April	kpk0966	qntls	2012
ravi0966	7680	Chilly		Vegetables	2	July	kpk0966	qntls	2012
bodu10966	7875	Gram		Crops	10	April	kpk0966	qntls	2012
surya0966	7841	Cauliflower		Vegetables	60	July	kpk0966	qntls	2012
mohan10966	7821	Jowar		Crops	50	August	kpk0966	qntls	2012
maliram0966	186	Tomato	N/A	Vegetables	250	September	KPK0966	qntls	2012
jagdish0966	7812	Jowar		Crops	40	April	kpk0966	qntls	2012
kcjaat0966	162	Brinjal	N/A	Vegetables	50	September	KPK0966	qntls	2012
jagannath0966	7767	Gram		Crops	10	April	kpk0966	qntls	2012
ramchander0966	7786	Wheat		Crops	10	April	kpk0966	qntls	2012
bodu10966	7873	Barley		Crops	10	April	kpk0966	qntls	2012
mangal10966	7867	Jowar		Crops	20	July	kpk0966	qntls	2012
ganga0966	7698	Peas		Vegetables	200	February	kpk0966	qntls	2012
mohan30966	7850	Barley		Crops	5	April	kpk0966	qntls	2012
mali0966	7713	Amla	Desi	Fruits	300	February	kpk0966	qntls	2012
babu0966	7725	Tomato		Vegetables	20	April	kpk0966	qntls	2012
mangilal10966	177	Tomato	N/A	Vegetables	200	September	KPK0966	qntls	2012
puran0966	7771	Tomato		Vegetables	100	May	kpk0966	qntls	2012
kailashchand0966	140	Tomato	N/A	Vegetables	180	October	KPK0966	qntls	2012
dinesh0966	7757	Chilly		Vegetables	30	May	kpk0966	qntls	2012
mukesh0966	7779	Carrot		Vegetables	160	October	kpk0966	qntls	2012
sagar0966	7842	Wheat		Crops	20	April	kpk0966	qntls	2012
krishan0966	7780	Cauliflower		Vegetables	30	November	kpk0966	qntls	2012
shiv0966	165	Tomato	N/A	Vegetables	40	October	KPK0966	qntls	2012
phool0966	7740	Lady Finger		Vegetables	50	April	kpk0966	qntls	2012
ravi0966	7682	Groundnut		Crops	3	October	kpk0966	qntls	2012
babu0966	7729	Chilly		Vegetables	30	August	kpk0966	qntls	2012
mukesh0966	7778	Bajra		Crops	10	November	kpk0966	qntls	2012
jagannath0966	7769	Carrot		Vegetables	50	November	kpk0966	qntls	2012
badri40966	7816	Cauliflower		Vegetables	60	November	kpk0966	qntls	2012
mangal0966	7705	Tomato		Vegetables	150	July	kpk0966	qntls	2012
mohan0966	83	Tomato	N/A	Vegetables	120	September	KPK0966	qntls	2012
babu0966	7728	Lady Finger		Vegetables	40	August	kpk0966	qntls	2012
ramsingh0966	7691	Peas		Vegetables	32	NULL	kpk0966	qntls	2012
rakesh0966	7826	Cauliflower		Vegetables	250	November	kpk0966	qntls	2012
mangal10966	7866	Lady Finger		Vegetables	20	July	kpk0966	qntls	2012
bhagirath0966	7847	Cauliflower		Vegetables	100	November	kpk0966	qntls	2012
ganesh0966	191	Tomato	N/A	Vegetables	30	September	KPK0966	qntls	2012
ramprasad0966	7799	Tomato		Vegetables	50	July	kpk0966	qntls	2012
buddi0966	7753	Bajra		Crops	4	October	kpk0966	qntls	2012
ganpat0966	7732	Carrot		Vegetables	8	December	kpk0966	qntls	2012
jagdish0966	7811	Carrot		Vegetables	40	November	kpk0966	qntls	2012
ganpat0966	7734	Jowar		Crops	50	July	kpk0966	qntls	2012
banshi20966	7773	Cauliflower		Vegetables	6	December	kpk0966	qntls	2012
ramchander0966	7788	Cauliflower		Vegetables	40	November	kpk0966	qntls	2012
ganga0966	7697	Tomato		Vegetables	150	April	kpk0966	qntls	2012
rajiv0966	200	Musk Melon	N/A	Fruits	180	October	KPK0966	qntls	2012
surender0966	7724	Carrot		Vegetables	1	December	kpk0966	qntls	2012
mukesh0966	7775	Barley		Crops	40	April	kpk0966	qntls	2012
mangal10966	7865	Cauliflower		Vegetables	100	August	kpk0966	qntls	2012
mangal0966	7701	Amla		Fruits	160	February	kpk0966	qntls	2012
ramsingh0966	7692	Lady Finger		Vegetables	8	July	kpk0966	qntls	2012
babu0966	7727	Cauliflower		Vegetables	70	December	kpk0966	qntls	2012
hanuman0966	7805	Cauliflower		Vegetables	12	November	kpk0966	qntls	2012
ravi0966	7684	Jowar		Crops	1	October	kpk0966	qntls	2012
badri40966	7817	Lady Finger		Vegetables	90	July	kpk0966	qntls	2012
ganesh0966	139	Tomato	N/A	Vegetables	120	October	KPK0966	qntls	2012
babu0966	7726	Chilly		Vegetables	15	April	kpk0966	qntls	2012
kailash30966	7878	Cauliflower		Vegetables	400	November	kpk0966	qntls	2012
banshi0966	7744	Cauliflower		Vegetables	90	October	kpk0966	qntls	2012
gopal0966	7807	Cauliflower		Vegetables	60	November	kpk0966	qntls	2012
mangilal10966	203	Tomato	N/A	Vegetables	20	September	KPK0966	qntls	2012
mohan0966	204	Tomato	N/A	Vegetables	300	September	KPK0966	qntls	2012
surender0966	7722	Cauliflower		Vegetables	50	November	kpk0966	qntls	2012
mohan10966	7822	Cauliflower		Vegetables	80	December	kpk0966	qntls	2012
shiv0966	128	Tomato	N/A	Vegetables	25	October	KPK0966	qntls	2012
badri30966	7792	Lady Finger		Vegetables	40	July	kpk0966	qntls	2012
mukesh0966	7776	Wheat		Crops	15	April	kpk0966	qntls	2012
bhagirath0966	7846	Barley		Crops	8	April	kpk0966	qntls	2012
nandi0966	7858	Wheat		Crops	15	April	kpk0966	qntls	2012
banshi10966	7761	Tomato		Vegetables	30	May	kpk0966	qntls	2012
devi0966	7853	Cauliflower		Vegetables	7	December	kpk0966	qntls	2012
ganga0966	7699	Wheat		Crops	400	May	kpk0966	qntls	2012
bodu10966	7877	Carrot		Vegetables	25	November	kpk0966	qntls	2012
babu20966	7835	Cauliflower		Vegetables	40	December	kpk0966	qntls	2012
kcjaat0966	96	Tomato	N/A	Vegetables	50	October	KPK0966	qntls	2012
banshi20966	7774	Tomato		Vegetables	400	May	kpk0966	qntls	2012
buddi0966	7751	Mustard		Crops	4	April	kpk0966	qntls	2012
nand0966	7834	Bajra		Crops	12	September	kpk0966	qntls	2012
mohan30966	7852	Tomato		Vegetables	30	April	kpk0966	qntls	2012
mangal0966	7702	Beal		Fruits	10	April	kpk0966	qntls	2012
mali10966	7863	Cauliflower		Vegetables	200	November	kpk0966	qntls	2012
rampal0966	7790	Carrot		Vegetables	20	October	kpk0966	qntls	2012
bodu10966	7876	Cauliflower		Vegetables	160	November	kpk0966	qntls	2012
govind0966	124	Tomato	N/A	Vegetables	12	September	KPK0966	qntls	2012
ganesh0966	230	Tomato	N/A	Vegetables	6	September	KPK0966	qntls	2012
mohan10966	7819	Carrot		Vegetables	40	February	kpk0966	qntls	2012
bodu10966	7874	Wheat		Crops	15	April	kpk0966	qntls	2012
bodu0966	7872	Cauliflower		Vegetables	120	November	kpk0966	qntls	2012
jagannath0966	7766	Mustard		Crops	15	April	kpk0966	qntls	2012
jagannath0966	7768	Barley		Crops	20	April	kpk0966	qntls	2012
ramavtar0966	213	Tomato	N/A	Vegetables	80	October	KPK0966	qntls	2012
mukesh0966	7777	Mustard		Crops	2	April	kpk0966	qntls	2012
sagar0966	7843	Lady Finger		Vegetables	60	July	kpk0966	qntls	2012
badri40966	7818	Brinjal		Vegetables	20	June	kpk0966	qntls	2012
surender0966	7719	Wheat		Crops	15	April	kpk0966	qntls	2012
govind0966	214	Tomato	N/A	Vegetables	160	September	KPK0966	qntls	2012
babu10966	7784	Cauliflower		Vegetables	300	December	kpk0966	qntls	2012
mali0966	7711	Ber	Desi	Fruits	400	March	kpk0966	qntls	2012
badri10966	7735	Cauliflower		Vegetables	40	November	kpk0966	qntls	2012
badri30966	7793	Jowar		Crops	40	July	kpk0966	qntls	2012
rameshwar10966	7833	Barley		Crops	9	April	kpk0966	qntls	2012
hanuman0966	7806	Bajra		Crops	5	October	kpk0966	qntls	2012
mangu0966	7795	Jowar		Crops	100	July	kpk0966	qntls	2012
jagannath0966	7770	Cauliflower		Vegetables	30	November	kpk0966	qntls	2012
chatar0966	7828	Cauliflower		Vegetables	4000	December	kpk0966	qntls	2012
shiv0966	129	Tomato	N/A	Vegetables	10	October	KPK0966	qntls	2012
hanuman0966	7804	Tomato		Vegetables	60	July	kpk0966	qntls	2012
krishan0966	7781	Lady Finger		Vegetables	20	August	kpk0966	qntls	2012
jagdish10966	7869	Cauliflower		Vegetables	200	December	kpk0966	qntls	2012
babu0966	7730	Carrot		Vegetables	1	December	kpk0966	qntls	2012
rakeshnathu0966	7860	Bajra		Crops	10	September	kpk0966	qntls	2012
badri30966	7791	Cauliflower		Vegetables	80	December	kpk0966	qntls	2012
mali10966	7862	Jowar		Crops	100	August	kpk0966	qntls	2012
ramavtar0966	145	Chilly	N/A	Vegetables	50	September	KPK0966	qntls	2012
dinesh0966	7756	Tomato		Vegetables	100	April	kpk0966	qntls	2012
dinesh0966	7759	Wheat		Crops	10	May	kpk0966	qntls	2012
rampal0966	7789	Groundnut		Crops	60	October	kpk0966	qntls	2012
rakesh0966	7825	Tomato		Vegetables	100	August	kpk0966	qntls	2012
ramlal10966	137	Tomato	N/A	Vegetables	120	October	KPK0966	qntls	2012
ganga0966	7695	Cauliflower		Vegetables	400	December	kpk0966	qntls	2012
kanahiya0966	82	Tomato	N/A	Vegetables	60	September	KPK0966	qntls	2012
surya0966	7839	Tomato		Vegetables	80	July	kpk0966	qntls	2012
mangilal10966	138	Tomato	N/A	Vegetables	70	October	KPK0966	qntls	2012
ganga0966	7696	Lady Finger		Vegetables	200	August	kpk0966	qntls	2012
pappu0966	189	Tomato	N/A	Vegetables	300	October	KPK0966	qntls	2012
kanahiya0966	112	Tomato	N/A	Vegetables	150	October	KPK0966	qntls	2012
ram0966	7687	Jowar		Crops	10	July	kpk0966	qntls	2012
chatar0966	7831	Bajra		Crops	150	September	kpk0966	qntls	2012
badri10966	7737	Tomato		Vegetables	130	July	kpk0966	qntls	2012
kanahiya0966	190	Tomato	N/A	Vegetables	60	September	KPK0966	qntls	2012
gangamujrli0966	7755	Brinjal		Vegetables	20	August	kpk0966	qntls	2012
phool0966	7739	Cauliflower		Vegetables	50	October	kpk0966	qntls	2012
buddi0966	7750	Gram		Crops	8	April	kpk0966	qntls	2012
dinesh0966	7758	Amla		Fruits	50	March	kpk0966	qntls	2012
ravi0966	7683	Bajra		Crops	3	October	kpk0966	qntls	2012
ramavtar0966	198	Tomato	N/A	Vegetables	60	October	KPK0966	qntls	2012
mohan30966	7851	Lady Finger		Vegetables	70	April	kpk0966	qntls	2012
kailash0966	84	Tomato	N/A	Vegetables	5	October	KPK0966	qntls	2012
babu10966	7782	Jowar		Crops	40	May	kpk0966	qntls	2012
banshi10966	7760	Cauliflower		Vegetables	100	December	kpk0966	qntls	2012
puran0966	7772	Groundnut		Crops	60	December	kpk0966	qntls	2012
mangu0966	7796	Groundnut		Crops	60	October	kpk0966	qntls	2012
kailash0966	205	Tomato	N/A	Vegetables	30	October	KPK0966	qntls	2012
mangu0966	7797	Bajra		Crops	30	October	kpk0966	qntls	2012
mali0966	7715	Sitafal	Desi	Vegetables	50	November	kpk0966	qntls	2012
mali10966	7864	Lady Finger		Vegetables	80	July	kpk0966	qntls	2012
mangilal10966	126	Tomato	N/A	Vegetables	20	October	KPK0966	qntls	2012
gopi0966	7710	Bajra		Crops	80	October	kpk0966	qntls	2012
buddi0966	7749	Barley		Crops	12	April	kpk0966	qntls	2012
kailash10966	7837	Tomato		Vegetables	90	April	kpk0966	qntls	2012
ramsingh0966	7690	Tomato		Vegetables	30	July	kpk0966	qntls	2012
gangamujrli0966	7754	Cauliflower		Vegetables	90	October	kpk0966	qntls	2012
nandi0966	7857	Lady Finger		Vegetables	50	July	kpk0966	qntls	2012
gopal0966	7808	Tomato		Vegetables	20	April	kpk0966	qntls	2012
rajiv0966	92	Rose	N/A	Flowers	50	September	KPK0966	qntls	2012
Braj0966	218	Tomato	N/A	Vegetables	20	October	KPK0966	qntls	2012
kailashchand0966	99	Tomato	N/A	Vegetables	150	September	KPK0966	qntls	2012
rajiv0966	46	Tomato	N/A	Vegetables	60	September	KPK0966	qntls	2012
surender0966	7720	Barley		Crops	20	April	kpk0966	qntls	2012
shiv0966	229	Tomato	N/A	Vegetables	15	September	KPK0966	qntls	2012
lalaram0966	7802	Tomato		Vegetables	40	April	kpk0966	qntls	2012
Braj0966	49	Tomato	N/A	Vegetables	20	September	KPK0966	qntls	2012
maliram0966	148	Tomato	N/A	Vegetables	16	September	KPK0966	qntls	2012
mdsaini0966	111	Tomato	N/A	Vegetables	50	October	KPK0966	qntls	2012
kajod0966	171	Amla	N/A	Fruits	100	September	KPK0966	qntls	2012
jagdish10966	7870	Lady Finger		Vegetables	50	August	kpk0966	qntls	2012
ram0966	7686	Bajra		Crops	20	October	kpk0966	qntls	2012
mali0966	7712	Lemon	Desi Kagji	Vegetables	50	August	kpk0966	qntls	2012
rakesh0966	7827	Wheat		Crops	100	August	kpk0966	qntls	2012
ganesh0966	113	Tomato	N/A	Vegetables	50	October	KPK0966	qntls	2012
mdsaini0966	70	Tomato	N/A	Vegetables	70	October	KPK0966	qntls	2012
kajod0966	39	Lemon	N/A	Vegetables	20	October	KPK0966	qntls	2012
ramavtar0966	134	Tomato	N/A	Vegetables	40	September	KPK0966	qntls	2012
rlsharma0966	69	Tomato	N/A	Vegetables	20	October	KPK0966	qntls	2012
nanu0966	7824	Brinjal		Vegetables	100	August	kpk0966	qntls	2012
ganpat0966	7733	Bajra		Crops	40	October	kpk0966	qntls	2012
badri0966	7694	Jowar		Crops	30	July	kpk0966	qntls	2012
ramprasad0966	7798	Wheat		Crops	70	July	kpk0966	qntls	2012
suresh0966	7815	Bajra		Crops	25	September	kpk0966	qntls	2012
shiv0966	166	Kakadi	N/A	Vegetables	350	September	KPK0966	qntls	2012
mdsaini0966	135	Tomato	N/A	Vegetables	70	September	KPK0966	qntls	2012
nandi0966	7855	Peas		Vegetables	100	February	kpk0966	qntls	2012
devi0966	7854	Wheat		Crops	5	April	kpk0966	qntls	2012
kajod0966	107	Beal	N/A	Fruits	20	September	KPK0966	qntls	2012
mangal0966	7703	Ber		Fruits	20	January	kpk0966	qntls	2012
babu10966	7783	Lady Finger		Vegetables	50	August	kpk0966	qntls	2012
lalaram0966	7801	Jowar		Crops	10	April	kpk0966	qntls	2012
kajod0966	180	Ber	N/A	Fruits	200	September	KPK0966	qntls	2012
kanahiya0966	178	Bottle Gourd	N/A	Vegetables	40	October	KPK0966	qntls	2012
rakeshnathu0966	7859	Jowar		Crops	80	May	kpk0966	qntls	2012
ramchander0966	7787	Tomato		Vegetables	80	July	kpk0966	qntls	2012
buddi0966	7748	Wheat		Crops	10	April	kpk0966	qntls	2012
ramsingh0966	7689	Barley		Crops	5	April	kpk0966	qntls	2012
gopi0966	7708	Jowar		Crops	10	October	kpk0966	qntls	2012
rlsharma0966	48	Tomato	N/A	Vegetables	100	September	KPK0966	qntls	2012
suresh0966	7814	Groundnut		Crops	40	November	kpk0966	qntls	2012
surender0966	7721	Tomato		Vegetables	40	September	kpk0966	qntls	2012
ramlal10966	187	Tomato	N/A	Vegetables	10	October	KPK0966	qntls	2012
phool0966	7741	Tomato		Vegetables	20	December	kpk0966	qntls	2012
kailash0966	167	Tomato	N/A	Vegetables	60	September	KPK0966	qntls	2012
chotu0966	7718	Barley		Crops	22	May	kpk0966	qntls	2012
gopal0966	7810	Barley		Crops	2	May	kpk0966	qntls	2012
rajiv0966	108	Tomato	N/A	Vegetables	2	September	KPK0966	qntls	2012
radhey0966	71	Tomato	N/A	Vegetables	5	September	KPK0966	qntls	2012
ramprasad0966	7800	Cauliflower		Vegetables	40	November	kpk0966	qntls	2012
ramkishor0966	7764	Cauliflower		Vegetables	300	December	kpk0966	qntls	2012
ramkishor0966	7762	Chilly		Vegetables	40	June	kpk0966	qntls	2012
govind0966	64	Tomato	N/A	Vegetables	250	October	KPK0966	qntls	2012
mangal10966	7868	Bajra		Crops	10	October	kpk0966	qntls	2012
phool0966	7742	Wheat		Crops	6	April	kpk0966	qntls	2012
ramchander0966	7785	Mustard		Crops	3	April	kpk0966	qntls	2012
rajiv0966	160	Tomato	N/A	Vegetables	25	October	KPK0966	qntls	2012
surender0966	7723	Chilly		Vegetables	30	August	kpk0966	qntls	2012
chotu0966	7717	Wheat		Crops	50	May	kpk0966	qntls	2012
buddi0966	7752	Groundnut		Crops	24	October	kpk0966	qntls	2012
badriruda0966	7743	Groundnut		Crops	12	October	kpk0966	qntls	2012
mdsaini0966	19	Tomato	N/A	Vegetables	50	September	KPK0966	qntls	2012
shiv0966	228	Tomato	N/A	Vegetables	10	September	KPK0966	qntls	2012
mohan0966	97	Tomato	N/A	Vegetables	50	October	KPK0966	qntls	2012
maliram0966	47	Tomato	N/A	Vegetables	500	October	KPK0966	qntls	2012
gopi0966	7709	Carrot		Vegetables	40	October	kpk0966	qntls	2012
banshi0966	7745	Carrot		Vegetables	60	October	kpk0966	qntls	2012
mdsaini0966	81	Bottle Gourd	N/A	Vegetables	50	September	KPK0966	qntls	2012
ramkishor0966	7763	Lady Finger		Vegetables	20	August	kpk0966	qntls	2012
chatar0966	7830	Jowar		Crops	90	August	kpk0966	qntls	2012
mdsaini0966	175	Lady Finger	N/A	Vegetables	100	September	KPK0966	qntls	2012
ramlal10966	176	Tomato	N/A	Vegetables	65	September	KPK0966	qntls	2012
kcjaat0966	202	Tomato	N/A	Vegetables	400	September	KPK0966	qntls	2012
kanahiya0966	127	Tomato	N/A	Vegetables	25	September	KPK0966	qntls	2012
ramsingh0966	7688	Wheat		Crops	15	April	kpk0966	qntls	2012
kailash10966	7838	Groundnut		Crops	10	November	kpk0966	qntls	2012
pappu0966	227	Tomato	N/A	Vegetables	600	September	KPK0966	qntls	2012
Braj0966	188	Tomato	N/A	Vegetables	10	September	KPK0966	qntls	2012
chatar0966	7829	Chilly		Vegetables	100	June	kpk0966	qntls	2012
ramlal10966	136	Tomato	N/A	Vegetables	100	September	KPK0966	qntls	2012
jagdish0966	7813	Bajra		Crops	10	July	kpk0966	qntls	2012
kanahiya0966	164	Tomato	N/A	Vegetables	70	October	KPK0966	qntls	2012
lalaram0966	7803	Cauliflower		Vegetables	20	May	kpk0966	qntls	2012
gopal0966	7809	Wheat		Crops	4	May	kpk0966	qntls	2012
surya0966	7840	Peas		Vegetables	100	February	kpk0966	qntls	2012
badri0966	7693	Carrot		Vegetables	300	October	kpk0966	qntls	2012
nanu0966	7823	Tomato		Vegetables	300	August	kpk0966	qntls	2012
mali0966	7716	Wheat	Desi	Crops	10	May	kpk0966	qntls	2012
ganpat0966	7731	Wheat		Crops	10	April	kpk0966	qntls	2012
kailash0966	20	Tomato	N/A	Vegetables	80	September	KPK0966	qntls	2012
kana10970	7953	Groundnut		Crops	40	October	kpk0970	qntls	2012
sunda0970	53	Bajra	Pioneer	Crops	25	September	KPK0970	qntls	2012
ypsyadav0970	304	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
pyadav0970	319	Groundnut	Rasdar	Crops	10	September	KPK0970	qntls	2012
kajod0970	7656	Bajra	Mahyco	Crops	10	October	KPK0970	qntls	2012
durgo0970	331	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
rlgurjar0970	7666	Groundnut	Rasdar	Crops	80	October	KPK0970	qntls	2012
pyadav0970	337	Bajra	Mahyco	Crops	15	September	KPK0970	qntls	2012
bhura0970	291	Bajra	Pioneer	Crops	20	September	KPK0970	qntls	2012
suwalal0970	7650	Bajra	Mahyco	Crops	8	October	KPK0970	qntls	2012
lacha0970	290	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
raghunath0970	378	Groundnut	Rasdar	Crops	50	September	KPK0970	qntls	2012
hanuman0970	283	Bajra	Pioneer	Crops	30	September	KPK0970	qntls	2012
klyadav0970	311	Groundnut	Rasdar	Crops	25	September	KPK0970	qntls	2012
sitaram0970	373	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
Mohan0970	31	Groundnut	Rasdar	Crops	5	September	KPK0970	qntls	2012
babulal0970	7653	Groundnut	Rasdar	Crops	40	October	KPK0970	qntls	2012
godharam0970	89	Bajra	Desi	Crops	10	September	KPK0970	qntls	2012
babu0970	154	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
jagdish0970	7659	Groundnut	Rasdar	Crops	30	October	KPK0970	qntls	2012
kajod0970	7655	Groundnut	Rasdar	Crops	40	October	KPK0970	qntls	2012
mlyadav	102	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
bhomaram0970	315	Bajra	Desi	Crops	30	September	KPK0970	qntls	2012
kcyadav0970	317	Groundnut	Rasdar	Crops	15	September	KPK0970	qntls	2012
bhagwan0970	7675	Groundnut	Rasdar	Crops	40	October	KPK0970	qntls	2012
jagmal0970	179	Jowar	Pioneer	Crops	15	September	KPK0970	qntls	2012
pdyadav10970	194	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
madanlal0970	105	Bajra	Mahyco	Crops	10	September	KPK0970	qntls	2012
Choturam0970	285	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
mana0970	11	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
jnyadav0970	192	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
glyadav0970	342	Groundnut	Rasdar	Crops	50	September	KPK0970	qntls	2012
raghu0970	278	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
narayanji0970	7654	Groundnut	Rasdar	Crops	60	October	KPK0970	qntls	2012
jagmal0970	58	Bajra	Pioneer	Crops	25	September	KPK0970	qntls	2012
gyadav0970	257	Bajra	Mahyco	Crops	20	September	KPK0970	qntls	2012
sunda0970	118	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
ram0970	7660	Groundnut	Rasdar	Crops	20	October	KPK0970	qntls	2012
blsaini	6	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
Choturam0970	245	Bajra	Pioneer	Crops	15	September	KPK0970	qntls	2012
nacchuram0970	298	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
pdyadav10970	207	Groundnut	Rasdar	Crops	25	September	KPK0970	qntls	2012
suwalal0970	7649	Groundnut	Rasdar	Crops	20	October	KPK0970	qntls	2012
pra0970	143	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
shyam0970	260	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
kajod10970	7951	Groundnut		Crops	40	October	kpk0970	qntls	2012
gcyadav0970	8	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
bhagwan0970	7676	Bajra	Mahyco	Crops	15	October	KPK0970	qntls	2012
nacchuram0970	306	Bajra	Desi	Crops	10	September	KPK0970	qntls	2012
bsyadav0970	316	Bajra	Shankar	Crops	10	September	KPK0970	qntls	2012
kmal0970	277	Bajra	BK-560	Crops	10	September	KPK0970	qntls	2012
prabhati0970	258	Groundnut	Rasdar	Crops	60	September	KPK0970	qntls	2012
madanlal0970	37	Groundnut	Rasdar	Crops	25	September	KPK0970	qntls	2012
gyadav0970	296	Groundnut	Rasdar	Crops	10	September	KPK0970	qntls	2012
sdyadav	149	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
mana0970	12	Bajra	Shri Ram	Crops	15	September	KPK0970	qntls	2012
ganga0970	7638	Groundnut	Rasdar	Crops	15	October	KPK0970	qntls	2012
