UserId	Item	ItemType	Variety	ForeQty	ForeMonth	UnderKPK	UOM
Surygan1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
kaka1299	Fertilizer	DAP	Null	5	September	kpk1299	bags
kaka1299	Fertilizer	Urea	Null	5	November	kpk1299	bags
motya1305	Seed	Mustard	Null	4	June	kpk1305	bags
motya1305	Seed	Pearl Millet	Null	2	June	kpk1305	bags
amrit1305	Fertilizer	Urea	IFFCO	3	August	kpk1305	bags
Mougi 1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
Jairam1305	Seed	Pearl Millet	Null	1	September	kpk1305	bags
kanhaiyab1299	Fertilizer	Urea	Null	5	November	kpk1299	bags
papu1305	Fertilizer	DAP	IFFCO	15	September	kpk1305	bags
papu1305	Fertilizer	Urea	IFFCO	30	August	kpk1305	bags
hargyang1299	Fertilizer	DAP	Null	10	September	kpk1299	bags
Sanker1299	Seed	wheat	Null	0.8	Select	kpk1299	Qntls
ramji1305	Seed	Mustard	Null	6	June	kpk1305	bags
sonya1301	Fertilizer	Urea	Null	2	August	kpk1301	bags
Fori devi1299	Seed	wheat	Null	0.8	Select	kpk1299	Qntls
kpk1149giraj	Seed	Pearl Millet	Null	0.03	June	KPK1149	Qntls
Rampati 1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
ramkishor1305	Fertilizer	Urea	IFFCO	25	August	kpk1305	bags
kpk1149savres	Seed	Sorghum	Null	1	April	KPK1149	qntls
kpk1021rajendr	Seed	Sorghum	P2-172	0.5	April	KPK1021	Qntls
kpk1021rajendr	Fertilizer	Urea	IFFCO	0	NULL	KPK1021	NULL
rampati1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
Shyogi 1299	Seed	wheat	Null	0.8	Select	kpk1299	Qntls
lmurari1299	Seed	Wheat	Null	0.75	November	kpk1299	Qntls
kpk1021vinod	Seed	Wheat	343	0.5	November	KPK1021	Qntls
grirajg1299	Fertilizer	Urea	Null	10	November	kpk1299	bags
herful1299	Fertilizer	DAP	Null	5	September	kpk1299	bags
kalish1305	Fertilizer	Urea	IFFCO	10	August	kpk1305	bags
Kalayan1299	Seed	Mustard	Null	0.15	Select	kpk1299	Qntls
kanhiya1305	Seed	wheat	Null	2	Select	kpk1305	bags
kpk1021rajkumar	Seed	Sorghum	P2-172	0.5	April	KPK1021	Qntls
Rang lal1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
Ramkaranbairava1305	Seed	Pearl Millet	Null	5	June	kpk1305	bags
hansraj1305	Fertilizer	DAP	IFFCO	4	September	kpk1305	bags
ramprakesh1299	Fertilizer	Urea	IFFCO	30	August	kpk1299	bags
bramprakesh1299	Seed	Mustard	Null	150	September	kpk1299	bags
shivprakesh1299	Fertilizer	Urea	IFFCO	30	August	kpk1299	bags
hanum1292	Fertilizer	Urea	Null	6	August	kpk1292	bags
ramvilasgurjar1299	Fertilizer	DAP	IFFCO	8	September	kpk1299	bags
hanuman1299	Seed	Mustard	Null	45	September	kpk1299	bags
mohanlal 1292	Fertilizer	Urea	Null	3	September	kpk1292	bags
Mlalm1292	Fertilizer	Urea	Null	1	August	kpk1292	bags
moti 1292	Fertilizer	Urea	Null	2	September	kpk1292	bags
habh1292	Fertilizer	DAP	Null	2	September	kpk1292	bags
badrigurjar1299	Seed	Pearl Millet	Null	6	June	kpk1299	bags
shrinarayan 1292	Fertilizer	DAP	Null	3	September	kpk1292	bags
ramkm1292	Fertilizer	Urea	Null	2	August	kpk1292	bags
ranglal1299	Seed	Pearl Millet	Null	6	June	kpk1299	bags
ranglal1299	Seed	wheat	Null	200	November	kpk1299	bags
ramswaroop1299	Fertilizer	DAP	IFFCO	8	September	kpk1299	bags
shanl1292	Fertilizer	DAP	Null	3	September	kpk1292	bags
ramd1292	Fertilizer	potash	Null	2	Select	kpk1292	bags
tika1292	Fertilizer	DAP	Null	4	September	kpk1292	bags
tika1292	Fertilizer	Urea	Null	5	August	kpk1292	bags
vmoti1301	Fertilizer	DAP	Null	1	September	kpk1301	bags
sharvan1299	Fertilizer	Urea	Shri Ram	3	December	kpk1299	Bags
rajrager1299	Fertilizer	Urea	Shri Ram	8	December	kpk1299	Bags
papulal1299	Seed	Wheat	Null	0.6	September	kpk1299	Qntls
bardhi1299	Seed	Wheat	Null	0.4	September	kpk1299	Qntls
pokhar1299	Seed	Wheat	Null	0.8	November	kpk1299	Qntls
jagdishr1299	Fertilizer	DAP	Null	4	September	kpk1299	bags
laxminarayan 1299	Fertilizer	Urea	Null	5	August	kpk1299	bags
budhi1299	Fertilizer	Urea	Shri Ram	6	August	kpk1299	bags
panchu1301	Seed	wheat	Null	0.4	September	kpk1301	Qntls
kisan1305	Fertilizer	DAP	IFFCO	10	September	kpk1305	bags
jdish1301	Fertilizer	DAP	Null	2	September	kpk1301	bags
surtidevi1299	Seed	Wheat	Shri Ram	3	Select	kpk1299	bags
bhanwarlal1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
badrig1299	Seed	Mustard	Null	0.3	September	kpk1299	Qntls
Dannalala1305	Seed	Mustard	Null	3	October	KPK1305	bags
kshiv1260	Fertilizer	Urea	Null	8	August	kpk1260	bags
desrath1305	Fertilizer	DAP	IFFCO	7	September	kpk1305	bags
dhram1260	Seed	Pearl Millet	Null	0.045	June	kpk1260	Qntls
dhram1260	Seed	Mustard	Null	0.09	October	kpk1260	Qntls
ramkaranji1305	Seed	Pearl Millet	Null	2	Select	kpk1305	bags
Bajen1299	Fertilizer	Urea	Null	4	August	kpk1299	bags
jagdish1305	Seed	Pearl Millet	Null	2	September	kpk1305	bags
prabhu lal 1305	Fertilizer	DAP	Null	15	September	kpk1305	bags
Ghansyam1305	Fertilizer	Urea	Null	10	September	kpk1305	bags
asyoji1299	Seed	Wheat	Null	2.5	November	kpk1299	bags
bansig1299	Fertilizer	Urea	Uttam	6	August	kpk1299	bags
kanyab1301	Seed	wheat	Null	0.4	September	kpk1301	Qntls
ramp1301	Seed	wheat	Null	0.4	September	kpk1301	Qntls
Swarapu1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
kpk1149yatandr	Fertilizer	Urea	Null	40	October	KPK1149	bags
godh1301	Seed	wheat	Null	0.4	September	kpk1301	Qntls
naryann1299	Seed	Mustard	Null	30	Select	kpk1299	bags
Ramwater1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
harib1301	Fertilizer	Urea	Null	1	August	kpk1301	Bags
harib1301	Seed	wheat	Null	0.4	September	kpk1301	Qntls
mohan1305	Seed	Pearl Millet	Null	5	Select	kpk1305	bags
badrib1301	Fertilizer	Urea	Null	4	August	kpk1301	Bags
Bdrilal 1305	Seed	wheat	Null	2	September	kpk1305	bags
raratan1299	Seed	Mustard	Null	0.12	October	kpk1299	Qntls
mulchand1305	Seed	seasamum	Null	5	Select	kpk1305	bags
motya1305	Seed	wheat	Null	2	Select	kpk1305	bags
Ramesh1305	Fertilizer	parathin	Null	2	September	kpk1305	bags
Maheram	Fertilizer	DAP	Null	8	September	kpk1299	bags
Ramkumar1305	Fertilizer	parathin	Null	2	September	kpk1305	bags
hargyang1299	Seed	Mustard	Null	0.12	October	kpk1299	Qntls
Chothmal1305	Seed	seasammum	Null	1	September	kpk1305	bags
kedarg1299	Seed	Mustard	Null	0.09	October	kpk1299	Qntls
ramkishor1305	Seed	seasamum	Null	5	Select	kpk1305	bags
kpk1149bahorikha	Fertilizer	DAP	Null	8	November	KPK1149	bags
Ramkisana1305	Fertilizer	DAP	Null	5	September	kpk1305	bags
Bhutachand1305	Seed	Mustard	Null	3	September	kpk1305	bags
kpk1149savres	Fertilizer	DAP	Null	15	November	KPK1149	bags
rampati1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
Gisha	Fertilizer	Urea	Null	10	August	kpk1299	bags
badrik1301	Fertilizer	DAP	Null	2	September	kpk1301	bags
badrik1301	Fertilizer	Urea	Null	2	August	kpk1301	bags
Hukmaram1305	Seed	wheat	Null	4	September	kpk1305	bags
radhe1301	Fertilizer	DAP	Null	1	September	kpk1301	Bags
Shyogi 1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
lmurari1299	Seed	Pearl Millet	Null	0.07	June	kpk1299	Qntls
Devilal1299	Fertilizer	DAP	Null	4	September	kpk1299	bags
ganpat1301	Fertilizer	Urea	Null	1	August	kpk1301	bags
kanag1299	Fertilizer	Urea	Null	8	November	kpk1299	bags
kanag1299	Seed	Mustard	Null	0.15	October	kpk1299	Qntls
kalish1305	Seed	Pearl Millet	Null	3	Select	kpk1305	bags
chothm1301	Seed	wheat	Null	0.4	September	kpk1301	Qntls
Rang lal1299	Seed	Mustard	Null	0.15	Select	kpk1299	Qntls
Ramkaranbairava1305	Fertilizer	DAP	Null	20	August	kpk1305	bags
Kanwar pal1299	Seed	Mustard	Null	0.15	Select	kpk1299	Qntls
blal13011301	Fertilizer	Urea	Null	2	August	kpk1301	bags
hansraj1305	Fertilizer	Urea	IFFCO	7	August	kpk1305	bags
agram1299	Fertilizer	Urea	Null	8	November	kpk1299	bags
agram1299	Seed	Wheat	Null	2	November	kpk1299	bags
nehnulal1299	Seed	wheat	Null	200	November	kpk1299	bags
nangram 1292	Fertilizer	Urea	Null	2	September	kpk1292	bags
gopallmee1292	Fertilizer	DAP	Null	10	September	kpk1292	bags
shivprakesh1299	Seed	wheat	Null	400	November	kpk1299	bags
ramlal1299	Seed	wheat	Null	200	November	kpk1299	bags
harim1292	Fertilizer	DAP	Null	2	September	kpk1292	bags
gokul1299	Seed	Mustard	Null	20	September	kpk1299	bags
rati1292	Fertilizer	Urea	Null	6	August	kpk1292	bags
mohan1299	Seed	Pearl Millet	Null	10	June	kpk1299	bags
dholu1299	Fertilizer	DAP	IFFCO	8	September	kpk1299	bags
lalr1292	Fertilizer	Urea	Null	8	August	kpk1292	bags
shoypal1299	Seed	Mustard	Null	40	September	kpk1299	bags
shoyram1299	Seed	Mustard	Null	40	September	kpk1299	bags
xratan1305	Seed	Mustard	Null	0.15	October	kpk1305	Qntls
bharulal1259	Fertilizer	Urea	Uttam	5	August	KPK1259	bags
jaina1305	Fertilizer	DAP	IFFCO	15	September	kpk1305	bags
asha1305	Seed	Pearl Millet	Null	0.03	June	kpk1305	Qntls
kpk1149drug	Fertilizer	DAP	Null	10	November	KPK1149	bags
kpk1149veerpal	Seed	Pigeon Pea	Null	0.3	October	KPK1149	Qntls
kpk1149gajendar	Seed	Sorghum	Null	3	April	KPK1149	qntls
kpk1149 suresh	Seed	Wheat	Null	2	November		qntls
ganga1305	Seed	Mustard	Null	0.12	October	kpk1305	Qntls
sram1305	Seed	Pearl Millet	Null	0.03	June	kpk1305	Qntls
birbal1305	Seed	Pearl Millet	Null	0.075	June	kpk1305	Qntls
ramkaran1299	Fertilizer	Urea	IFFCO	10	August	kpk1299	bags
dev1299	Fertilizer	Urea	IFFCO	10	August	kpk1299	bags
gangji	Fertilizer	DAP	Null	6	August	kpk1292	bags
kajodgur1299	Fertilizer	DAP	Null	3	September	kpk1299	bags
kbarwa1301	Fertilizer	Urea	Null	5	August	kpk1301	bags
badrilalji1305	Fertilizer	Urea	IFFCO	15	August	kpk1305	bags
ghansd1260	Others	Null	Null	0	NULL	kpk1260	NULL
ramni1301	Fertilizer	Urea	Null	4	August	kpk1301	bags
kshiv1260	Seed	Pearl Millet	Null	0.045	June	kpk1260	Qntls
gopilal1299	Fertilizer	DAP	Null	8	September	kpk1299	bags
pkanwar1260	Seed	Pearl Millet	Null	0.075	June	kpk1260	Qntls
ramlalgur1299	Seed	Wheat	Null	1	October	kpk1299	Qntls
denshyam1305	Seed	wheat	Null	1	October	kpk1305	bags
Bajen1299	Seed	Mustard	Null	0.1	Select	kpk1299	Qntls
Ghansyam1305	Seed	wheat	Null	2	September	kpk1305	bags
Surgyan1305	Seed	Pearl Millet	Null	1	September	kpk1305	bags
devi lal1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
kanyab1301	Fertilizer	Urea	Null	2	August	kpk1301	bags
Rajajram 1299	Seed	Mustard	Null	0.1	Select	kpk1299	Qntls
shankerg1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
godh1301	Fertilizer	Urea	Null	4	August	kpk1301	bags
prahlad1305	Fertilizer	DAP	Null	3	September	kpk1305	bags
Ramwater1299	Seed	Mustard	Null	0.1	Select	kpk1299	Qntls
bgopi1299	Seed	Pearl Millet	Null	0.05	June	kpk1299	Qntls
Bati lal1299	Seed	Mustard	Null	0.12	Select	kpk1299	Qntls
nganesh1299	Fertilizer	Urea	Null	5	November	kpk1299	bags
bhanw1299	Seed	Mustard	Null	0.06	October	kpk1299	Qntls
pratap1301	Fertilizer	DAP	Null	2	September	kpk1301	bags
Sanker1299	Fertilizer	DAP	Null	6	September	kpk1299	bags
ramji1305	Fertilizer	DAP	IFFCO	9	September	kpk1305	bags
Fori devi1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
koshyal1305	Seed	Pearl Millet	Null	0	NULL	kpk1305	NULL
koshyal1305	Seed	seasamum	Null	0	NULL	kpk1305	NULL
shambhulal1305	Seed	wheat	Null	2	September	kpk1305	bags
Rampati 1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
kpk1149bahorikha	Seed	Mustard	Null	0.1	September	KPK1149	Qntls
kpk1149bahorikha	Fertilizer	Urea	Null	8	October	KPK1149	bags
kpk1149savres	Seed	Wheat	Null	2	November	KPK1149	qntls
Gisha	Seed	wheat	Null	2	Select	kpk1299	qntls
Shougi1299	Seed	wheat	Null	0.8	Select	kpk1299	Qntls
arjunlal1305	Seed	wheat	Null	1	Select	kpk1305	bags
Prabhulal1305	Seed	Pearl Millet	Null	3	June	kpk1305	bags
lalurk1301	Fertilizer	DAP	Null	1	September	kpk1301	bags
Shyogi lal1299	Fertilizer	Urea	Null	6	August	kpk1299	bags
kpk1021vinod	Seed	Sorghum	P2-172	0.5	April	KPK1021	Qntls
Shankarlal1305	Fertilizer	Urea	Uttam	20	August	kpk1305	bags
Shankarlal1305	Seed	Pearl Millet	Null	4	June	kpk1305	bags
prabhu1305	Seed	Pearl Millet	Null	4	Select	kpk1305	bags
kalish1305	Seed	Mustard	Null	5	Select	kpk1305	bags
omp1299	Seed	Wheat	Null	2	November	kpk1299	bags
nary1299	Fertilizer	Urea	Null	3	November	kpk1299	bags
beer1305	Seed	Pearl Millet	Null	10	Select	kpk1305	bags
Bajan1299	Fertilizer	Urea	Null	8	August	kpk1299	bags
rglal1299	Seed	Pearl Millet	Null	0.1	June	kpk1299	Qntls
gashim1292	Seed	wheat	Null	0.5	September	kpk1292	Qntls
ramlal1299	Seed	Pearl Millet	Null	6	June	kpk1299	bags
Mlalm1292	Fertilizer	DAP	Null	2	September	kpk1292	bags
badrigurjar1299	Fertilizer	Urea	IFFCO	8	August	kpk1299	bags
banw1292	Fertilizer	Urea	Null	6	August	kpk1292	bags
prabhu1299	Seed	Pearl Millet	Null	3	June	kpk1299	bags
syorl1292	Fertilizer	DAP	Null	2	September	kpk1292	bags
dholu1299	Seed	wheat	Null	200	November	kpk1299	bags
lala 1299	Seed	wheat	Null	0.8	November	kpk1299	Qntls
gocu1292	Fertilizer	potash	Null	5	Select	kpk1292	bags
ganga1299	Seed	Mustard	Null	20	September	kpk1299	bags
prab1292	Fertilizer	Urea	Null	11	August	kpk1292	bags
bhanwarlal 1299	Seed	Mustard	Null	0.15	September	kpk1299	Qntls
ramd1292	Fertilizer	Urea	Null	8	August	kpk1292	bags
chturbhuj1299	Fertilizer	Urea	IFFCO	13	August	kpk1299	bags
chturbhuj1299	Seed	Mustard	Null	40	September	kpk1299	bags
sawalr1292	Fertilizer	Urea	Null	6	August	kpk1292	bags
sawalr1292	Fertilizer	potash	Null	2	Select	kpk1292	bags
chata1292	Fertilizer	DAP	Null	4	September	kpk1292	bags
rajaram1299	Fertilizer	DAP	IFFCO	13	September	kpk1299	bags
radha1292	Fertilizer	DAP	Null	3	September	kpk1292	bags
msuraj1292	Fertilizer	DAP	Null	2	September	kpk1292	bags
bhug1292	Fertilizer	DAP	Null	2	September	kpk1292	bags
gmotilal1292	Fertilizer	Urea	Null	5	August	kpk1292	bags
kanwar1292	Fertilizer	DAP	Null	3	September	kpk1292	bags
ramratan1299	Seed	Mustard	Null	40	September	kpk1299	bags
manp1292	Fertilizer	Urea	Null	4	August	kpk1292	bags
nanda ram1292	Fertilizer	Urea	Null	2	September	kpk1292	bags
sarg1292	Fertilizer	DAP	Null	6	September	kpk1292	bags
kesra1292	Fertilizer	Urea	Null	2	September	kpk1292	bags
prahlad1299	Seed	wheat	Null	160	November	kpk1299	bags
rambajan1299	Seed	Mustard	Null	15	September	kpk1299	bags
sukg12921292	Fertilizer	Urea	Null	4	August	kpk1292	bags
shag1292	Fertilizer	DAP	Null	4	September	kpk1292	bags
kalrg1292	Fertilizer	Urea	Null	4	August	kpk1292	bags
ramsr1292	Fertilizer	Urea	Null	2	August	kpk1292	bags
shanklb1292	Fertilizer	DAP	Null	3	September	kpk1292	bags
nathulb1292	Fertilizer	potash	Null	1	Select	kpk1292	bags
janshi1292	Fertilizer	DAP	Null	2	September	kpk1292	bags
surtidevi1299	Seed	Wheat	Null	0.6	Select	kpk1299	Qntls
DANNALAL1305	Seed	Pearl Millet	Null	10	June	KPK1305	bags
lram1301	Fertilizer	DAP	Null	3	September	kpk1301	bags
kajodgur1299	Seed	Wheat	Shri Ram	3	January	kpk1299	bags
badrilalji1305	Seed	wheat	Null	2	Select	kpk1305	bags
badrilalji1305	Seed	seasamom	Null	2	Select	kpk1305	bags
mohanlal1301	Fertilizer	DAP	Null	3	September	kpk1301	bags
ranjit1456	Fertilizer	Urea	Uttam	10	August	KPK1456	bags
arjunlal1299	Seed	Wheat	Shri Ram	6	January	kpk1299	bags
rkbarwa1301	Fertilizer	DAP	Null	2	September	kpk1301	bags
laxmi1305	Seed	Pearl Millet	Null	2	Select	kpk1305	bags
harni1299	Seed	Wheat	Shri Ram	6	January	kpk1299	bags
ramkaranji1305	Seed	wheat	Null	2	Select	kpk1305	bags
hanumangur1299	Seed	Mustard	Null	0.25	September	kpk1299	Qntls
prabhu lal 1305	Seed	wheat	Null	5	September	kpk1305	bags
ramp1301	Fertilizer	DAP	Null	1	September	kpk1301	Bags
ramnivas1305	Seed	seasamum	Null	2	Select	kpk1305	bags
naryann1299	Seed	Wheat	Null	2	November	kpk1299	bags
mohan1305	Seed	wheat	Null	3	Select	kpk1305	bags
Bdrilal 1305	Fertilizer	DAP	Null	6	September	kpk1305	bags
Bdrilal 1305	Fertilizer	Urea	Null	12	September	kpk1305	bags
Raweru1299	Seed	Mustard	Null	0.4	Select	kpk1299	Qntls
badrilal1305	Fertilizer	Urea	IFFCO	15	August	kpk1305	bags
badrilal1305	Seed	Mustard	Null	4	June	kpk1305	bags
Gopilal1305	Seed	Pearl Millet	Null	2	September	kpk1305	bags
raratan1299	Seed	Wheat	Null	2	November	kpk1299	bags
mulchand1305	Seed	wheat	Null	0	NULL	kpk1305	NULL
Maheram	Seed	Mustard	Null	0.18	Select	kpk1299	Qntls
nganesh1299	Seed	Mustard	Null	0.09	October	kpk1299	Qntls
bhanw1299	Fertilizer	Urea	Null	5	November	kpk1299	bags
Ramkumar1305	Fertilizer	DAP	Null	5	September	kpk1305	bags
pratap1301	Fertilizer	Urea	Null	2	August	kpk1301	bags
hanumeena1301	Fertilizer	Urea	Null	6	August	kpk1301	bags
kisangopal1305	Fertilizer	Urea	IFFCO	40	August	kpk1305	bags
kisangopal1305	Seed	Black Gram	Null	10	Select	kpk1305	bags
ramkishor1305	Fertilizer	DAP	IFFCO	12	September	kpk1305	bags
bajrang1305	Seed	wheat	Null	4	Select	kpk1305	bags
bajrang1305	Seed	seasamum	Null	0	NULL	kpk1305	NULL
Ramkisana1305	Fertilizer	Urea	Null	10	September	kpk1305	bags
kpk1149ganendr	Fertilizer	Urea	Null	6	October	KPK1149	bags
kpk1021rajendr	Seed	Mustard	Null	0.03	September	KPK1021	Qntls
purank1301	Fertilizer	Urea	Null	1	August	kpk1301	Bags
